date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2021-10-06 06:54:47+00:00,@elonmusk @InuKishu 🚀🚀🚀🌕 @kishuarmyMOD #kishu #KishuInu #NFTs #kishu_nft #KISHUARMY https://t.co/1nBmf9zEuY,0,0,und,"['kishu', 'KishuInu', 'NFTs', 'kishu_nft', 'KISHUARMY']",06:54:47+0,2021-10-06 06:54:47+00:00,06,KISHU
2021-10-06 03:55:44+00:00,@HuobiGlobal @Bitcoin @ethereum @Shibtoken @apenftorg @terra_money @Filecoin #kishu,0,0,qme,['kishu'],03:55:44+0,2021-10-06 03:55:44+00:00,03,KISHU
2021-10-06 01:25:12+00:00,@gem_insider $KISHU if not a rider already,0,0,en,,01:25:12+0,2021-10-06 01:25:12+00:00,01,KISHU
2021-10-05 19:06:09+00:00,Buy @kishu #KISHU https://t.co/29mov79jcR,10,31,und,['KISHU'],19:06:09+0,2021-10-05 19:06:09+00:00,19,KISHU
2021-10-05 02:42:15+00:00,"2.5t $klee at $sait current price will be worth 30k🤯🤯 and that is totally doable this month!! Enough said, smart money will listen.   @KleeKaiETH @elonmusk $shib $doge $sole $feg $safe $kishu $dot $ada $xrp $btc $flokki $crypto #facebook",17,34,en,['facebook'],02:42:15+0,2021-10-05 02:42:15+00:00,02,KISHU
2021-10-02 23:29:17+00:00,@inancsalman #KISHU  @InuKishu  @KishuTurkiye  @TKISHUARMY  $kishu will go to the moon 🚀🚀🚀🚀💥🔥💥🔥💥🔥 https://t.co/ePsLheshfk,0,0,en,['KISHU'],23:29:17+0,2021-10-02 23:29:17+00:00,23,KISHU
2021-10-04 04:24:40+00:00,@krakenfx #kishu,1,1,qme,['kishu'],04:24:40+0,2021-10-04 04:24:40+00:00,04,KISHU
2021-10-04 02:47:27+00:00,"lots of #floki projects popping up, make sure you are getting @RealFlokiInu   #dogecoin #SHIBARMY #kishu",0,1,en,"['floki', 'dogecoin', 'SHIBARMY', 'kishu']",02:47:27+0,2021-10-04 02:47:27+00:00,02,KISHU
2021-10-04 04:24:22+00:00,@OKEx $Kishu $Tenshi #Kishu $Tenshi #KISHUARMY https://t.co/lsACzIh4lN,0,0,qme,"['Kishu', 'KISHUARMY']",04:24:22+0,2021-10-04 04:24:22+00:00,04,KISHU
2021-10-03 22:14:36+00:00,@BenPhillipsUK #saitama #shib #feg #kishu #uzumaki #rickmortyerc20 ❣️❣️❣️🚀🚀🚀🚀🚀🚀🚀🚀🚀,1,2,und,"['saitama', 'shib', 'feg', 'kishu', 'uzumaki', 'rickmortyerc20']",22:14:36+0,2021-10-03 22:14:36+00:00,22,KISHU
2021-10-03 16:47:50+00:00,"@floki_jr @1goonrich @floki_jr Awesome project, awesome team Lets go to the fucking moooooooooooooonnnnnnnnnnnnnnnnn 🔥🔥 #Floki #flokifamily #dogecoin #KISHU",0,1,en,"['Floki', 'flokifamily', 'dogecoin', 'KISHU']",16:47:50+0,2021-10-03 16:47:50+00:00,16,KISHU
2021-10-03 15:44:23+00:00,My biggest regret is to buy $kishu 🖕🏿🖕🏿🖕🏿,0,0,en,,15:44:23+0,2021-10-03 15:44:23+00:00,15,KISHU
2021-10-01 01:52:44+00:00,@InuKishu @kucoincom @binance @krakenfx @HuobiGlobal @coinbase @eToro #kishu https://t.co/1acDMhcmVH,0,0,qme,['kishu'],01:52:44+0,2021-10-01 01:52:44+00:00,01,KISHU
2022-01-30 10:01:26+00:00,@TheDustyBC #Kishu,0,0,qme,['Kishu'],10:01:26+0,2022-01-30 10:01:26+00:00,10,KISHU
2022-01-30 00:26:02+00:00,Kishu is the way 🐾 @InuKishu  #KISHU #KISHUARMY #BTC  #ETH https://t.co/w1abGWQHuK,0,0,en,"['KISHU', 'KISHUARMY', 'BTC', 'ETH']",00:26:02+0,2022-01-30 00:26:02+00:00,00,KISHU
2022-01-28 19:04:10+00:00,@altcryptocom $TENSHI's community! Strong holders who patiently waits for utility to make $KISHU's ecosystem better! 😍🚀,0,0,en,,19:04:10+0,2022-01-28 19:04:10+00:00,19,KISHU
2022-01-28 09:32:49+00:00,@BSCGemsAlert @binance #kishu @InuKishu  #starl  @StarLinkETH,0,2,qme,"['kishu', 'starl']",09:32:49+0,2022-01-28 09:32:49+00:00,09,KISHU
2022-01-28 06:02:35+00:00,@kishu_solana Hey guys come and grab this wonderful opportunity 🤑🔥 join @kishu_solana  Asap. Let's go to the moon together 🚀🚀 @Kvng_Smartosky  @MeyeneAbasi_  @khreys01  $Kishu $SOL #Airdrop #solana #SolanaAirdrop #memecoin,0,2,en,"['Airdrop', 'solana', 'SolanaAirdrop', 'memecoin']",06:02:35+0,2022-01-28 06:02:35+00:00,06,KISHU
