date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2023-03-07 11:39:07+00:00,"⌛ ENDING IN 30 MINUTES!  Underdogs #93 Ticket Price: 0.05 Avax Tickets Left: 99/100 End: Tuesday, March 7, 2023 12:09 PM UTC  Buy a ticket here! https://t.co/ofIHj14OlU  #Avax #AvaxNFTs https://t.co/3YuEiQ08IL",0,1,en,"['Avax', 'AvaxNFTs']",11:39:07+0,2023-03-07 11:39:07+00:00,11,AVAX
2023-03-07 11:03:27+00:00,"La blockchain de Avalanche podría ser utilizada por Amazon para crear nuevos NFT que se vendan directamente en su sitio web o se distribuyan como parte de los juegos blockchain, lo que podría impulsar la demanda de NFT y aumentar la popularidad de Avalanche. https://t.co/YzhYVZwgXf",0,3,es,,11:03:27+0,2023-03-07 11:03:27+00:00,11,AVAX
2023-03-07 09:54:06+00:00,@0xSmitty @Wrathtank_avax @eyeamfin @ferdyfishh https://t.co/TfDu8Kejw3,0,0,qme,,09:54:06+0,2023-03-07 09:54:06+00:00,09,AVAX
2023-03-07 09:43:19+00:00,"3⃣ The claim campaign is live on Polygon, make sure you've connected your wallet to the right chain. ✅Eligible networks for the 50 $SUSHI token wallet snapshot are: ✅Ethereum Mainnet ✅Polygon ✅Arbitrum ✅Avax ✅Gnosis  ✅Fantom",0,0,en,,09:43:19+0,2023-03-07 09:43:19+00:00,09,AVAX
2023-03-07 09:35:46+00:00,"🎉Celebrate with us, degens! 🥦  🚨LIVE NOW 🚨  Today marks the 6 month anniversary of the successful launch of #DGNX on #AVAX 🤩  It's time to celebrate this milestone in true degen fashion with some healthy broccoli. https://t.co/lPLqTaBy9U",5,14,en,"['DGNX', 'AVAX']",09:35:46+0,2023-03-07 09:35:46+00:00,09,AVAX
2023-03-07 08:48:59+00:00,2000-01 Colorado Avalanche Team Signed Stanley Cup Hat Patrick Roy Forsberg Psa - Autographed NHL Hats FCVJU56  https://t.co/iYrkENZJSM,0,0,fi,,08:48:59+0,2023-03-07 08:48:59+00:00,08,AVAX
2023-03-07 07:17:07+00:00,"🐋 #EverRise $RISE  🐋 AVAX Kraken:  🐋 Time: 2023-03-07 07:16:48 🐋 AVAX: 1.5 🐋 RISE: 151,990.29 🐋 36x Staker Earned: 0.006571%",0,0,en,['EverRise'],07:17:07+0,2023-03-07 07:17:07+00:00,07,AVAX
2023-03-07 06:39:32+00:00,@Avalanche_In @avalancheavax @AvalancheHub Happy Holi everyone 🤩,0,2,en,,06:39:32+0,2023-03-07 06:39:32+00:00,06,AVAX
2023-03-07 06:15:14+00:00,NiRuntz🔺️’s Substack: Avalanche News Update https://t.co/LX2hrx4JGR,3,8,en,,06:15:14+0,2023-03-07 06:15:14+00:00,06,AVAX
2023-03-07 05:34:05+00:00,LCWRGS Center Console Lid Black Armrest Cover Replacement for 2007-2013 Chevy Silverado/Tahoe/Suburban/Avalanche | GMC Sierra TMRUKEW  https://t.co/wadsxcWI1O,0,0,en,,05:34:05+0,2023-03-07 05:34:05+00:00,05,AVAX
