date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-06-01 12:00:42+00:00,NHL Avalanche outlast Oilers for 8-6 win in Game 1 of West finals - https://t.co/QzuE7LtqXm https://t.co/IFWWAvbCcp,0,0,en,,12:00:42+0,2022-06-01 12:00:42+00:00,12,AVAX
2022-06-01 11:55:17+00:00,@scotiabank @EdmontonOilers @Avalanche Maybe spend less money on promotions.  Lower the banking fees to zero and lower the interest rates.  We then might be just a little less poorer  than we think. Not much but We’ll take any savings we can get.,0,1,en,,11:55:17+0,2022-06-01 11:55:17+00:00,11,AVAX
2022-06-01 09:04:45+00:00,Snail #7871 has sold for 1.45 Avax. 🐌 https://t.co/eak72lmqzY,0,0,en,,09:04:45+0,2022-06-01 09:04:45+00:00,09,AVAX
2022-06-01 06:30:54+00:00,Lännen konferenssifinaalien avausottelussa ei turhia puolustettu. Avalanche voitti Oilersin 8-6 ja siirtyi ottelusarjassa johtoon. #NHLfi #StanleyCup https://t.co/jVHIT66xVY,0,6,fi,"['NHLfi', 'StanleyCup']",06:30:54+0,2022-06-01 06:30:54+00:00,06,AVAX
2022-06-01 06:20:04+00:00,@replayoperator @NHL @Avalanche @JagermeisterUSA How is this in possession. He's looking down to regain possession after he pushed it forward. All that matters on the call is when the puck was touched. https://t.co/eFP8kU4hD1,0,1,en,,06:20:04+0,2022-06-01 06:20:04+00:00,06,AVAX
2022-06-01 05:13:42+00:00,@cartoilers97 @HFXMooseheads @EdmontonOilers @Avalanche https://t.co/B9YIhTZql0,0,1,qme,,05:13:42+0,2022-06-01 05:13:42+00:00,05,AVAX
2022-06-01 04:55:16+00:00,@RealJonJenkins @Sportsnet @Avalanche That’s crazy anyways Avs In 4,0,19,en,,04:55:16+0,2022-06-01 04:55:16+00:00,04,AVAX
2022-06-01 03:42:25+00:00,@AltitudeTV @kylekeefetv @Avalanche @RycroftMark Seriously what?????? He’s such a rock star today.,0,4,en,,03:42:25+0,2022-06-01 03:42:25+00:00,03,AVAX
2022-06-01 03:27:11+00:00,That’s it. That’s the tweet. @NHL @Avalanche @EdmontonOilers https://t.co/OGBZQB8clJ,0,5,en,,03:27:11+0,2022-06-01 03:27:11+00:00,03,AVAX
2022-06-01 03:21:38+00:00,@fuckyourputs Avalanche subway adverts were rly smart,0,1,en,,03:21:38+0,2022-06-01 03:21:38+00:00,03,AVAX
2022-06-01 03:19:56+00:00,@KailerMemeamoto @Avalanche @DriveToyota That's a bold take one game after that game 5 horse poo,0,0,en,,03:19:56+0,2022-06-01 03:19:56+00:00,03,AVAX
2022-06-01 03:04:25+00:00,@troyo77 @JayinCee05 @Avalanche Damn didn’t know reviews were right 100% of the time,0,0,en,,03:04:25+0,2022-06-01 03:04:25+00:00,03,AVAX
2022-06-01 03:01:45+00:00,Final score @EdmontonOilers 6 @Avalanche 8. #EDMvsCOL #LetsGoOilers #Game1 (COL leads series 1-0) https://t.co/XNZUcLgRUw,0,0,en,"['EDMvsCOL', 'LetsGoOilers', 'Game1']",03:01:45+0,2022-06-01 03:01:45+00:00,03,AVAX
2022-06-01 02:59:51+00:00,Lets goooo good shit guys @Avalanche 😎✅,0,1,en,,02:59:51+0,2022-06-01 02:59:51+00:00,02,AVAX
2022-06-01 02:58:43+00:00,Damn it Avalanche seal it with a empty netter 8-6,0,0,en,,02:58:43+0,2022-06-01 02:58:43+00:00,02,AVAX
2022-06-01 02:34:25+00:00,🥳@tofuNFT is an official partnership with @leslarmetaverse    🌟The NFT will act as a key to open all features of the #LeslarMetaverse 🍻You can trade their NFT on tofuNFT marketplace now  Check here: 👉https://t.co/QCBVGgS8Gu  #AVAXBlog #AVAX $AVAX #tofuNFT #LelarMeraverse https://t.co/M9ohLem5LX,0,6,en,"['LeslarMetaverse', 'AVAXBlog', 'AVAX', 'tofuNFT', 'LelarMeraverse']",02:34:25+0,2022-06-01 02:34:25+00:00,02,AVAX
2022-06-01 02:27:46+00:00,@VicLombardi @Avalanche Has there ever been a two goal lead thar felt less safe. Geez.,0,8,en,,02:27:46+0,2022-06-01 02:27:46+00:00,02,AVAX
2022-06-01 02:21:59+00:00,@Avalanche As a Blues fan.. all I can say is: HAHAHAHAHA,0,9,en,,02:21:59+0,2022-06-01 02:21:59+00:00,02,AVAX
2022-06-01 02:19:57+00:00,.@Avalanche finish them 👊🏻👊🏻  #EaglesCountry #GoAvsGo https://t.co/WWfVIe5hv2,10,138,en,"['EaglesCountry', 'GoAvsGo']",02:19:57+0,2022-06-01 02:19:57+00:00,02,AVAX
2022-06-01 02:05:13+00:00,@Avsfan2909 @Avalanche @DriveToyota Nobody is shutting anyone down.,0,0,en,,02:05:13+0,2022-06-01 02:05:13+00:00,02,AVAX
2022-06-01 02:03:51+00:00,What a stop! Killin' the Power Play! I love this team! Go AVS! @Avalanche,0,0,en,,02:03:51+0,2022-06-01 02:03:51+00:00,02,AVAX
2022-06-01 02:03:03+00:00,Hate to say it but I’ve never been more uneasy going in to the third with a three goal lead @Avalanche but Frankie looked great on that PK. Three huge saves.  Let’s finish or is it Finnish ??,0,0,en,,02:03:03+0,2022-06-01 02:03:03+00:00,02,AVAX
2022-06-01 01:57:28+00:00,"btw if any Avalanche or Oilers fans are following me, may I suggest finding a way to get Jared Bednar and/or Jay Woodcroft to follow me? I have a feeling they may find the decision machine useful over the course of this series lmao",0,1,en,,01:57:28+0,2022-06-01 01:57:28+00:00,01,AVAX
2022-06-01 01:55:44+00:00,@Avalanche Broncos 7 Elks 3,0,0,lv,,01:55:44+0,2022-06-01 01:55:44+00:00,01,AVAX
2022-06-01 01:54:05+00:00,"A very deadly 4th line has scored again and it’s 7-3.  The Avalanche are faster than the Oilers in this game. @ Thunder Bay, Ontario https://t.co/wO7nci2Ay1",0,0,en,,01:54:05+0,2022-06-01 01:54:05+00:00,01,AVAX
