date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-12-14 13:51:46+00:00,@DegenerateNews avax is taking over the world and these are just the beginning steps for it,0,0,en,,13:51:46+0,2022-12-14 13:51:46+00:00,13,AVAX
2022-12-14 13:29:03+00:00,@taku_world0307 AVALANCHEの愛を伝えられて良かったですね😉,0,0,ja,,13:29:03+0,2022-12-14 13:29:03+00:00,13,AVAX
2022-12-14 11:21:27+00:00,@greeneconomyy Avax 9.30 u bekliyorduk diye hatırlıyorum. Güncelleme geldi sanırım,0,0,tr,,11:21:27+0,2022-12-14 11:21:27+00:00,11,AVAX
2022-12-14 11:01:10+00:00,Which teams will create order in chaos?  My bet is on @avalancheavax #AVAX,0,0,en,['AVAX'],11:01:10+0,2022-12-14 11:01:10+00:00,11,AVAX
2022-12-14 10:23:40+00:00,TOP PROJECTS AVALANCHE BY ALTRANK IN THIS WEEK  $AVAX @avalancheavax $LINK @chainlink  $FXS @fraxfinance $ALBT @allianceblock $REN @renprotocol  $JOE @traderjoe_xyz $SUSHI @SushiSwap $DIA @DIAdata_org $CRA @PlayCrabada  $XAVA @AvalaunchApp   #AVAX $AVAX #Avalanche https://t.co/sQBA7zjrRP,6,20,en,"['AVAX', 'Avalanche']",10:23:40+0,2022-12-14 10:23:40+00:00,10,AVAX
2022-12-14 10:00:18+00:00,Another rainbow attribute is on Santaz list! All the Skullz with 🌈🧢 are receiving 🥩 !  ⚠️No action needed! A snapshot has been taken and the $FLSH will be airdropped to your wallet!  🎄11 dayz until Xmaz! #AVAX https://t.co/arYzqsvzIF,4,23,en,['AVAX'],10:00:18+0,2022-12-14 10:00:18+00:00,10,AVAX
2022-12-14 08:44:54+00:00,"#EverRise $RISE  $0.000171 🟢 +2.7% $12.2M Market Cap +2.7% 58,079 Hodlrs 0.0%  $0.000174 🟢 +4.0% #Eth $0.000161 🔴 -3.1% #BNB $0.000170 🟢 +1.5% #Polygon $0.000176 🟢 +6.4% #Ftm $0.000177 🟢 +8.0% #Avax  0.677% Burn $7.3M Staked TVL (60.252%)  $1.8M LP $285.8k Reserves",0,1,en,"['EverRise', 'Eth', 'BNB', 'Polygon', 'Ftm', 'Avax']",08:44:54+0,2022-12-14 08:44:54+00:00,08,AVAX
2022-12-14 07:52:46+00:00,Gm familya 🌞 #AVAX #sketchbook https://t.co/nvGnPX58vx,2,17,tl,"['AVAX', 'sketchbook']",07:52:46+0,2022-12-14 07:52:46+00:00,07,AVAX
2022-12-14 07:34:36+00:00,"🧹 Multi collection sweep! Nox Beyond, Smol Sharks bought for 3.14 AVAX [$43.02] - https://t.co/7sDGqtl4Hy  📊 NFT Analytics: https://t.co/MlQhIscVFQ https://t.co/W0BOgZ95fu",0,0,en,,07:34:36+0,2022-12-14 07:34:36+00:00,07,AVAX
2022-12-14 06:46:40+00:00,Good Morning Friends ! ☕️☀️  Voici la météo du jour :  🔸 #BTC : 17 773$ 🔸 #ETH : 1 320$  🟢 #AVAX   : +6.03% 🟢 #TMG : +299% 🤯 🔴 #GMX   : -9.78%  #Crypto #Bitcoin https://t.co/QhF4xOF0v6,0,3,fr,"['BTC', 'ETH', 'AVAX', 'TMG', 'GMX', 'Crypto', 'Bitcoin']",06:46:40+0,2022-12-14 06:46:40+00:00,06,AVAX
2022-12-14 05:48:24+00:00,Coinbase launches USDC trading on Avalanche https://t.co/NehtKB4Xgo,0,0,en,,05:48:24+0,2022-12-14 05:48:24+00:00,05,AVAX
2022-12-14 04:22:51+00:00,@Avalanche And what about that no look oass by Lehky 😀,0,0,en,,04:22:51+0,2022-12-14 04:22:51+00:00,04,AVAX
2022-12-14 03:43:16+00:00,@ColeRadrick Have you heard of the 2022 Stanley Cup Champion Colorado Avalanche?,0,0,en,,03:43:16+0,2022-12-14 03:43:16+00:00,03,AVAX
2022-12-14 03:23:35+00:00,"#EverRise $RISE  $0.000175 🟢 +2.4% $12.5M Market Cap +2.4% 58,082 Hodlrs 0.0%  $0.000173 🔴 -0.7% #Eth $0.000175 🟢 +11.1% #BNB $0.000171 🔴 -2.6% #Polygon $0.000180 🟢 +3.3% #Ftm $0.000179 🟢 +3.8% #Avax  0.677% Burn $7.5M Staked TVL (60.247%)  $1.8M LP $296.4k Reserves",0,1,en,"['EverRise', 'Eth', 'BNB', 'Polygon', 'Ftm', 'Avax']",03:23:35+0,2022-12-14 03:23:35+00:00,03,AVAX
2022-12-14 02:56:25+00:00,@CaleMakarvelous @BaseballGuyRyan @katie_gaus @Avalanche 3rd period but it kinda depends on game flow as to when in the 3rd.,0,2,en,,02:56:25+0,2022-12-14 02:56:25+00:00,02,AVAX
2022-12-14 02:55:56+00:00,@Avalanche TFW you see someone at Ball Arena wearing a Flyers Forsberg jersey https://t.co/eiJEnhHiuY,0,0,en,,02:55:56+0,2022-12-14 02:55:56+00:00,02,AVAX
2022-12-14 02:43:26+00:00,"#EverRise $RISE  $0.000174 🟢 +1.9% $12.4M Market Cap +1.9% 58,082 Hodlrs 0.0%  $0.000173 🔴 -0.4% #Eth $0.000172 🟢 +9.5% #BNB $0.000171 🔴 -2.8% #Polygon $0.000178 🟢 +2.9% #Ftm $0.000178 🟢 +3.4% #Avax  0.677% Burn $7.4M Staked TVL (60.247%)  $1.8M LP $293.4k Reserves",0,1,en,"['EverRise', 'Eth', 'BNB', 'Polygon', 'Ftm', 'Avax']",02:43:26+0,2022-12-14 02:43:26+00:00,02,AVAX
2022-12-14 02:26:04+00:00,@BaseballGuyRyan @katie_gaus @Avalanche Usually 5ish minute mark in the third period.  @theDJtripleT could give you an exact time frame as he ques these things up for home games :),0,1,en,,02:26:04+0,2022-12-14 02:26:04+00:00,02,AVAX
2022-12-14 02:18:38+00:00,#Avalanche possessing in the OZ. #Flyers had a chance to clear for a line change. The puck was lazily dumped. A flat start for PHI in the first five minutes.  #COLvsPHI,0,0,en,"['Avalanche', 'Flyers', 'COLvsPHI']",02:18:38+0,2022-12-14 02:18:38+00:00,02,AVAX
2022-12-14 02:08:52+00:00,@luigidemeo Avalanche deserves what it's achieving. I haven't seen another chain working as hard as this one and it's not a surprise that it's ranking #2 in $USDC mints.,0,2,en,,02:08:52+0,2022-12-14 02:08:52+00:00,02,AVAX
2022-12-14 01:59:26+00:00,"It’s Time!! Force of Nature vs Leaflet!! Almost puck drop! As always, Listening sweater on: ✅  @Avalanche on @AltitudeTV 📺: ✅ Tuned in to @AltitudeSR 📻 with the great @ConorMcGahey: ✅ GO AVS GOOO!!!!!👍🙌😁 #PHIvsCOL #GoAvsGo",0,3,en,"['PHIvsCOL', 'GoAvsGo']",01:59:26+0,2022-12-14 01:59:26+00:00,01,AVAX
2022-12-14 01:39:03+00:00,Preview: Flyers at Avalanche   Carter Hart can't save us now.   @TLYDanny | @TheLibertyYell  https://t.co/lemYajzKva,0,3,en,,01:39:03+0,2022-12-14 01:39:03+00:00,01,AVAX
2022-12-14 01:18:55+00:00,me saying this in the voice of aidan from barbie and the magic of pegasus when annika is unconscious from being trapped in an avalanche and aidan goes please wake up....please...i need you,0,0,en,,01:18:55+0,2022-12-14 01:18:55+00:00,01,AVAX
2022-12-14 01:00:16+00:00,"@FinchStrife We pre-ordered this game months ahead for you guys just to say we have to wait again no disrespect, avalanche software you’re doing too much",0,0,en,,01:00:16+0,2022-12-14 01:00:16+00:00,01,AVAX
2022-12-14 00:01:36+00:00,"I don't think that most Avalanche fans realize how many of the NFTs on the red chain are by Topps, the trading card company.",0,2,en,,00:01:36+0,2022-12-14 00:01:36+00:00,00,AVAX
2022-12-13 23:07:41+00:00,"My Top tier ❤️❤️ @yellowbrah69 @wolfilandnfts @Trashlists @MinisterOfNFTs @Stupifff  A good way to end the year,the journey has been so astonishing,great people with great minds.  A true Agent needs #wassie backup👌 @veryevilwasser @rootshe11   I love chad-chain🔺 #avax https://t.co/Kxn6BLRspA",2,19,en,"['wassie', 'avax']",23:07:41+0,2022-12-13 23:07:41+00:00,23,AVAX
2022-12-13 22:26:43+00:00,@weareflowcarbon @DjSas2 @Gaurav19885 @avax_lover   #Flowcarbon #flow3rs #Giveaway  https://t.co/vkmRsGI10K,0,0,qme,"['Flowcarbon', 'flow3rs', 'Giveaway']",22:26:43+0,2022-12-13 22:26:43+00:00,22,AVAX
2022-12-13 22:09:42+00:00,@uchealth @Avalanche The Russian family tradition is shashlik -- Lamb Kabobs,0,0,en,,22:09:42+0,2022-12-13 22:09:42+00:00,22,AVAX
2022-12-13 22:00:05+00:00,"🐋 #EverRise $RISE  🐋 Kraken Reserves: 🐋 BSC: 100 BNB 🐋 ETH: 16 ETH 🐋 MATIC: 259 MATIC 🐋 FTM: 12386 FTM 🐋 AVAX: 973 AVAX 🐋 Total USD Reserves: $293,703.89  🐋 Total Tokens Burned: 485.0 Million",0,0,en,['EverRise'],22:00:05+0,2022-12-13 22:00:05+00:00,22,AVAX
2022-12-13 21:32:43+00:00,$OP USDT made %8 after  I shared. Stay tuned for more setups. $BTC $SOL $GMT $ATOM $MATIC $AVAX $ETH $xrp $SHIB $DOGE $ADA $ALGO $GTC $MIR $TRB $AVAX $SOL  #SHIBARMY #Bitcoin                    #usdtry,0,2,en,"['SHIBARMY', 'Bitcoin', 'usdtry']",21:32:43+0,2022-12-13 21:32:43+00:00,21,AVAX
2022-12-13 21:00:08+00:00,@dimestorec0wgrl When a Mounty comes down the chimney after an avalanche. https://t.co/tWYS9Epo0x,0,1,en,,21:00:08+0,2022-12-13 21:00:08+00:00,21,AVAX
2022-12-13 20:46:48+00:00,Durmak yok yola devam. #AVAX,1,5,tr,['AVAX'],20:46:48+0,2022-12-13 20:46:48+00:00,20,AVAX
2022-12-13 20:15:01+00:00,top up #cryptocurrency in last 15 minute :  #LEVER  0.003985 | 0.004998 USDT (+25.42%) #ASR  2.519 | 2.59 USDT (+2.82%) #RNDR  0.52 | 0.528 USDT (+1.54%) #DF  0.0451 | 0.0455 USDT (+0.89%) #AVAX  13.52 | 13.61 USDT (+0.67%)  to the moon? [13-12-2022 20:15 Z],0,0,no,"['cryptocurrency', 'LEVER', 'ASR', 'RNDR', 'DF', 'AVAX']",20:15:01+0,2022-12-13 20:15:01+00:00,20,AVAX
2022-12-13 19:44:19+00:00,@Avalanche  my dad found this hockey puck and we cant figure out who's signature it is if you could help us out that would be cool https://t.co/0YS6lgBLQt,0,0,en,,19:44:19+0,2022-12-13 19:44:19+00:00,19,AVAX
2022-12-13 19:43:40+00:00,iyi akşamlar arkadaşlar şöyle bi piyasaya genel bakalım anlayalım bu gün işlemsizim ben stop kullanmam avax grafiğimden anlayacağınız üzere grafiklerime güveniyorum ama siz uygun yerlere stopunuzu atın #BTC  ETH şöyle bi bakalım total total 2 ve dominance lar ne durumda...,0,3,tr,['BTC'],19:43:40+0,2022-12-13 19:43:40+00:00,19,AVAX
2022-12-13 19:12:03+00:00,If you appreciated the #AI #Cripto trend prediction and unintentional call of $MAN as #gem you will love the next coverage of #L1 where I will discuss best evolving BCs for 2023 and among others the +&amp;- of $ETH $BNB $AVAX $SOL $EGLD $FTM $ADA and others...stay tuned,7,40,en,"['AI', 'Cripto', 'gem', 'L1']",19:12:03+0,2022-12-13 19:12:03+00:00,19,AVAX
2022-12-13 19:09:26+00:00,The WL mint for @THE_FVCKERS is live on FTM &amp; AVAX.   🔺1 $AVAX on #Avalanche 👻55 $FTM on #Fantom   ➡️AVAX Mint: https://t.co/DKMegbAEB5  ➡️FTM Mint: https://t.co/jyKHePtQyC,0,1,hu,"['Avalanche', 'Fantom']",19:09:26+0,2022-12-13 19:09:26+00:00,19,AVAX
2022-12-13 19:05:06+00:00,"@AltGemsAlert I couldn't resist the urge to scoop some more on $SYS, $DOT &amp; $AVAX on #Binance today. These solid altcoins remains my favorite long-term alts bags &amp; I've got a set target for them which I planned to meet before the next bull run returns again.😋",0,2,en,['Binance'],19:05:06+0,2022-12-13 19:05:06+00:00,19,AVAX
2022-12-13 19:04:20+00:00,Scattered Avalanche Thoughts – Colorado Hockey Now https://t.co/KhqveqwCJE,0,0,en,,19:04:20+0,2022-12-13 19:04:20+00:00,19,AVAX
2022-12-13 18:54:05+00:00,"@luigidemeo Awesome news. #Avalanche continues to expand, even in this market 💯",0,0,en,['Avalanche'],18:54:05+0,2022-12-13 18:54:05+00:00,18,AVAX
2022-12-13 18:18:51+00:00,"Hablando de puentes... Good Bridging!  Si eres holder de Bitcoin, convierta de manera segura $BTC a $BTC.b usando Core móvil.  ¿Qué es $ BTC.b preguntas? Es Bitcoin que se puede usarse en dApps DeFi de Avalanche y en muchas otras cadenas de bloques como Ethereum, Polygon y más.",0,0,es,,18:18:51+0,2022-12-13 18:18:51+00:00,18,AVAX
2022-12-13 18:01:57+00:00,Uh oh! The 7 Day APY for GMX AVAX-Tricrypto Market Making is down from 25.17% to 21.29%. Learn more: https://t.co/bogpGoic3V,0,0,en,,18:01:57+0,2022-12-13 18:01:57+00:00,18,AVAX
2022-12-13 16:49:48+00:00,"Brillant PhDdefense from Léo Viallon-Galinier on the use of physical modeling and machine learning for #snow #avalanche risk forecasting, supervised by @docmepra and Nicolas Eckert, CNRM/CEN and INRAE   ❄️🏔 Exciting perpectives for operational avalanche risk forecasting ! 👏🏻 https://t.co/NH2flpWve5",3,10,en,"['snow', 'avalanche']",16:49:48+0,2022-12-13 16:49:48+00:00,16,AVAX
2022-12-13 16:49:27+00:00,"#EverRise $RISE  $0.000175 🟢 +3.2% $12.5M Market Cap +3.2% 58,086 Hodlrs 0.0%  $0.000175 🟢 +1.8% #Eth $0.000175 🟢 +10.8% #BNB $0.000173 🔴 -0.1% #Polygon $0.000178 🟢 +2.2% #Ftm $0.000178 🟢 +1.9% #Avax  0.677% Burn $7.5M Staked TVL (60.356%)  $1.8M LP $295.8k Reserves",0,1,en,"['EverRise', 'Eth', 'BNB', 'Polygon', 'Ftm', 'Avax']",16:49:27+0,2022-12-13 16:49:27+00:00,16,AVAX
2022-12-13 16:31:33+00:00,"#MarketUpdates #Analysis Biggest Movers: AVAX Hits 1-Week High, as LTC Also Climbs Following US Inflation Data https://t.co/CMQMmtTbK8",0,0,en,"['MarketUpdates', 'Analysis']",16:31:33+0,2022-12-13 16:31:33+00:00,16,AVAX
