date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-12-05 08:01:40+00:00,@HuobiGlobal If you are interested in meme. I recommend $PIT it has a very bright future considering what they have invented already.  Just 1 year old #pitbulltoken,0,1,en,['pitbulltoken'],08:01:40+0,2022-12-05 08:01:40+00:00,08,PIT
2022-12-04 15:39:28+00:00,@BscPitbull_TR @bscpitbull #pitbulltoken $Pit 🤩😘😍🚀❤️ https://t.co/gJ25UNQKLX,0,2,und,['pitbulltoken'],15:39:28+0,2022-12-04 15:39:28+00:00,15,PIT
2022-12-02 19:03:16+00:00,@StealthEX_io @PirateChain @BscPitbull @BscPitbull $PIT 💪,6,32,und,,19:03:16+0,2022-12-02 19:03:16+00:00,19,PIT
2021-10-31 16:22:41+00:00,@PitbullToken_TR #PIT 🔥🔥🔥🔥,1,5,und,['PIT'],16:22:41+0,2021-10-31 16:22:41+00:00,16,PIT
2021-10-30 19:02:26+00:00,@kucoincom $PIT,0,0,qme,,19:02:26+0,2021-10-30 19:02:26+00:00,19,PIT
2021-10-30 12:56:06+00:00,@ChinaPumpWXC #PIT  #pitbull very Low Price and Good project,0,0,en,"['PIT', 'pitbull']",12:56:06+0,2021-10-30 12:56:06+00:00,12,PIT
2021-10-29 14:27:36+00:00,@ninafx_ @BscPitbull  $PIT,0,0,qme,,14:27:36+0,2021-10-29 14:27:36+00:00,14,PIT
2021-10-28 13:25:20+00:00,#PolskiŁad to więcej pieniędzy w portfelach 90% emerytów i rencistów. To ponad 8 mln osób. 👩‍🦳👨‍🦳 Świadczenia emerytów i rencistów do 2500 zł będa bez #PIT. #EmeryturaBezPodatku  Podatek będzie płacony tylko od kwoty przekraczającej 2500 zł.  Więcej ➡️ https://t.co/537S7XkLJu https://t.co/RhGnAdaknT,0,1,pl,"['PolskiŁad', 'PIT', 'EmeryturaBezPodatku']",13:25:20+0,2021-10-28 13:25:20+00:00,13,PIT
2021-10-28 12:07:36+00:00,"Pitbulls are super loyal. When you become a $pit holder you have a friend for life, through thick and thin.@BscPitbull $PIT #pitbulltoken https://t.co/iRoPwZW0DR",4,13,en,['pitbulltoken'],12:07:36+0,2021-10-28 12:07:36+00:00,12,PIT
2021-10-27 09:55:29+00:00,@CryptoLoretta @davidgokhshtein #PITBULL $PIT https://t.co/e1qjWIvqjl,0,0,qme,['PITBULL'],09:55:29+0,2021-10-27 09:55:29+00:00,09,PIT
2021-10-31 19:09:14+00:00,@MEXC_Global @GooseFX1 We want you to list Pitbull Tokens! @BscPitbull #PIT,0,0,en,['PIT'],19:09:14+0,2021-10-31 19:09:14+00:00,19,PIT
