date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-08-15 21:44:50+00:00,@jtrollip @jtrollip fyi (prevailing model of interaction of eth crowd to avax),0,0,en,,21:44:50+0,2022-08-15 21:44:50+00:00,21,AVAX
2022-08-15 21:30:43+00:00,@avrilanche @Avalanche I don't know how they didn't have enough.  And they should have ordered more when they realized more orders were coming in.  It's ridiculous.,0,0,en,,21:30:43+0,2022-08-15 21:30:43+00:00,21,AVAX
2022-08-15 20:52:33+00:00,"@02h01mn @mdtips_ Jogo do Betis tá sendo uma avalanche de cartão, 5 só no primeiro tempo",0,1,pt,,20:52:33+0,2022-08-15 20:52:33+00:00,20,AVAX
2022-08-15 20:15:10+00:00,"1 to go...   ...But I have to wait a whole 24 hours, this is some kind of #coqtease alright. Well, tm should be a good day. @chikn_nft #farmland #avax https://t.co/hwz5SVewAt",3,39,en,"['coqtease', 'farmland', 'avax']",20:15:10+0,2022-08-15 20:15:10+00:00,20,AVAX
2022-08-15 18:51:03+00:00,Which Colorado Avalanche superstar are you taking: Nathan MacKinnon or Cale Makar? ⭐ Nathan MacKinnon  #FantasyHockey top 250 player rankings from NHL Fantasy ➡️ https://t.co/70bn6P7Nkp https://t.co/KxfOrFmry7,0,1,en,['FantasyHockey'],18:51:03+0,2022-08-15 18:51:03+00:00,18,AVAX
2022-08-23 20:46:11+00:00,AVAX has flipped Polygon to become the 14th largest #cryptocurrency in the world by market value.,0,1,en,['cryptocurrency'],20:46:11+0,2022-08-23 20:46:11+00:00,20,AVAX
2022-08-23 20:17:10+00:00,"@DNVR_Avalanche Gotta be goaltending. I think Georgiev is a real unknown and could go either way. Hopefully playing in Bednar’s system with the D we have is enough to boost his play, but it’s a gamble. Frankie is a good 1B, but that won’t be enough to carry us if our 1A isn’t up to snuff.",0,0,en,,20:17:10+0,2022-08-23 20:17:10+00:00,20,AVAX
2022-08-23 18:20:56+00:00,$AVAX Top Analyst Ratings and Price Targets for this week:-.. https://t.co/eMfxqmXGzh,0,0,en,,18:20:56+0,2022-08-23 18:20:56+00:00,18,AVAX
2022-08-23 17:43:57+00:00,"BİTCOİN VE ALTCOİNLERDE GÜNCEL ANALİZ. CHİLİZ (CHZ), WAVES, AVAX, SOL, D... https://t.co/ukYUB9kwa8 @YouTube aracılığıyla",0,2,tr,,17:43:57+0,2022-08-23 17:43:57+00:00,17,AVAX
2022-08-23 17:28:12+00:00,@avaxfreemints @JustnThePhotog @AsgardGameFi 👀👀 #AVAX https://t.co/dpmSvRlmEb,0,2,und,['AVAX'],17:28:12+0,2022-08-23 17:28:12+00:00,17,AVAX
2022-08-23 17:02:03+00:00,"OpenBlox to Migrate Growing NFT Gaming Platform to Avalanche, Launch Three New Titles https://t.co/5Mp002vhJ6 #Avalanche #AVAX $AVAX",0,0,en,"['Avalanche', 'AVAX']",17:02:03+0,2022-08-23 17:02:03+00:00,17,AVAX
2022-08-23 13:47:39+00:00,Avalanche setting up to be the DeFi hub  Last year AVAX DeFi  Yield farming 🧑‍🌾  This year AVAX DeFi  Native Concentrated Lqty Dex ✅ Native Stableswap ✅ Native Options protocols ✅ Native Strct Products ✅ Native Stables ✅ Blue Chip/Native Lending ✅ Blue Chip/Native Perps ✅,110,446,en,,13:47:39+0,2022-08-23 13:47:39+00:00,13,AVAX
2022-08-23 13:43:37+00:00,มือใหม่บน #Avalanche เป็น Thread แนะนำที่ครบถ้วนมาก 🔽,0,0,th,['Avalanche'],13:43:37+0,2022-08-23 13:43:37+00:00,13,AVAX
2022-08-23 12:32:21+00:00,@DegenMintPass @MagntNFT @TattooedEGGs @AVAX_SOLNFT @docemre1 @nesliyanlardan @Aybikeansenn,0,0,qam,,12:32:21+0,2022-08-23 12:32:21+00:00,12,AVAX
2022-08-23 12:19:34+00:00,"$BTC forming a nice cup &amp; handle pattern on daily, will be buying the break out if $BTC stay stable.  ➡ https://t.co/tEdSGwNTRu $ETH $ADA $DOT $SOL $EGLD $AVAX $CAKE $SAND $XRP $DOGE https://t.co/xxljBL86Sm",0,2,en,,12:19:34+0,2022-08-23 12:19:34+00:00,12,AVAX
2022-08-23 12:17:03+00:00,Norwegian art rock artist @SusannaMagical announces new Elevation Extended EP for September and streams eerie new track Come Avalanche. Listen here... https://t.co/0u1DE1TAfZ,3,10,en,,12:17:03+0,2022-08-23 12:17:03+00:00,12,AVAX
2022-08-23 12:05:50+00:00,Snail NEO has sold for 0.25 Avax. 🐌 https://t.co/gW9180bciS,0,0,en,,12:05:50+0,2022-08-23 12:05:50+00:00,12,AVAX
2022-08-23 11:15:31+00:00,最近、国内の仮想通貨取引業者がいろいろな通貨を上場させてますね この調子でBNBやAVAXの上場があると使いやすくなると思います 今のところ、国内業者はビットコインかイーサリアムの取引にしか使ってないので,0,0,ja,,11:15:31+0,2022-08-23 11:15:31+00:00,11,AVAX
2022-08-23 11:13:37+00:00,"Avalanche Subnets also support private blockchain development, in which predefined validators join.  #CoinCREDWeb3",0,0,en,['CoinCREDWeb3'],11:13:37+0,2022-08-23 11:13:37+00:00,11,AVAX
2022-08-23 09:40:21+00:00,Rich Peon Poor Peon #4927 sold for 0.59 #AVAX ($13.33) on Joepegs.   Community Chat: https://t.co/pGoKmLeM8G Marketplace: https://t.co/QmnqjuYWvY Transaction: https://t.co/89ij9zEmhS https://t.co/j2eLauuuH5,0,0,en,['AVAX'],09:40:21+0,2022-08-23 09:40:21+00:00,09,AVAX
