date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2021-12-14 04:41:09+00:00,@kyled116 @TheCryptoDog NEVER SELL MY $KISHU,0,0,en,,04:41:09+0,2021-12-14 04:41:09+00:00,04,KISHU
2021-12-14 03:50:21+00:00,#babymoonfloki #ELONGATE #mcontent #SAFEMOON #SHIB #KISHU,2,2,qht,"['babymoonfloki', 'ELONGATE', 'mcontent', 'SAFEMOON', 'SHIB', 'KISHU']",03:50:21+0,2021-12-14 03:50:21+00:00,03,KISHU
2021-12-13 12:36:44+00:00,@koinefendisi Merhaba. Sizce #KISHU  yakın gelecekte iki sıfır atabilir mi?,0,1,tr,['KISHU'],12:36:44+0,2021-12-13 12:36:44+00:00,12,KISHU
2021-12-13 12:01:44+00:00,@AltcoinWorldcom #KISHU,0,1,qme,['KISHU'],12:01:44+0,2021-12-13 12:01:44+00:00,12,KISHU
2021-12-13 11:27:49+00:00,@cryptogems007 #KISHU,0,0,qme,['KISHU'],11:27:49+0,2021-12-13 11:27:49+00:00,11,KISHU
2021-12-13 11:14:34+00:00,"@KuCoinTurkey @unboundfinance In #kishu You’ll be challenged. You’ll be tested. At times it may  feel like you’re being pushed to the edge. This is what life’s about. It’s meant to build character, strengthen your belief and build confidence. Embrace your tests.#kishu  y6u https://t.co/4gZhDJ4GiE",0,1,en,"['kishu', 'kishu']",11:14:34+0,2021-12-13 11:14:34+00:00,11,KISHU
2021-12-13 10:43:11+00:00,@cryptogems007 @InuKishu #kishu,0,2,qme,['kishu'],10:43:11+0,2021-12-13 10:43:11+00:00,10,KISHU
2021-12-13 07:00:59+00:00,@bitgetglobal #KISHU NEWS 💡,0,0,en,['KISHU'],07:00:59+0,2021-12-13 07:00:59+00:00,07,KISHU
2021-12-13 06:23:53+00:00,@CarlRoegind #KISHU,0,1,qme,['KISHU'],06:23:53+0,2021-12-13 06:23:53+00:00,06,KISHU
2021-12-12 18:20:59+00:00,@cryptogems007 #Kishu you're the best,0,0,en,['Kishu'],18:20:59+0,2021-12-12 18:20:59+00:00,18,KISHU
2021-12-12 16:36:14+00:00,@Metakishuinu @WazirXIndia @WazirXCares #kishu on #wazirx,0,0,und,"['kishu', 'wazirx']",16:36:14+0,2021-12-12 16:36:14+00:00,16,KISHU
2021-12-12 12:22:46+00:00,@1goonrich @kishujav #KISHU,0,1,qme,['KISHU'],12:22:46+0,2021-12-12 12:22:46+00:00,12,KISHU
2021-12-12 12:21:00+00:00,@Heatherfernsby #kıshu 🚀🚀🚀❤️🐶,0,0,und,['kıshu'],12:21:00+0,2021-12-12 12:21:00+00:00,12,KISHU
2021-12-12 11:53:32+00:00,@kucoincom $Kishu,0,0,qme,,11:53:32+0,2021-12-12 11:53:32+00:00,11,KISHU
2021-12-12 06:32:04+00:00,@kucoincom #KISHU is the best,0,1,en,['KISHU'],06:32:04+0,2021-12-12 06:32:04+00:00,06,KISHU
2021-12-12 01:30:59+00:00,@BinanceFutures KISHU #kishu,0,0,hu,['kishu'],01:30:59+0,2021-12-12 01:30:59+00:00,01,KISHU
2021-12-12 00:53:56+00:00,"@argdebate @InuKishu #kishu is to much talk and do not something..  No creative idea, just vote vote vote and not have projects.  Have many community but #kishu is not have biggest projects....",0,4,en,"['kishu', 'kishu']",00:53:56+0,2021-12-12 00:53:56+00:00,00,KISHU
2021-12-11 21:57:32+00:00,"$CPTINU $DOGE $SHIB $FLOKI $KISHU  @_Link_Adam   @serengeti92   very interesting and promising project, check it out!",0,4,en,,21:57:32+0,2021-12-11 21:57:32+00:00,21,KISHU
