date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2021-08-24 22:48:54+00:00,@SkeeboWavy Everything on avax is popping it’s great lol,0,0,en,,22:48:54+0,2021-08-24 22:48:54+00:00,22,AVAX
2021-08-24 22:37:57+00:00,@Nestorius80 Tu utilise quel wallet pour la chain Avax ?  Est ce qu’il y a des particularités par rapport à la bsc ou sol ?,0,0,fr,,22:37:57+0,2021-08-24 22:37:57+00:00,22,AVAX
2021-08-24 22:30:08+00:00,@Rager It is so interesting to see someone considerably popular to talk about Avalanche's countless projects that I almost aped in a year ago. Nostalgia if you will 😎,0,2,en,,22:30:08+0,2021-08-24 22:30:08+00:00,22,AVAX
2021-08-24 22:13:20+00:00,"@AlgodTrading Picked up some avax too! market bought randomly, already up over 2x.",0,0,en,,22:13:20+0,2021-08-24 22:13:20+00:00,22,AVAX
2021-08-24 21:47:55+00:00,How many times can i simp on $AVAX untill you all go crazy?   #AVAX,0,11,en,['AVAX'],21:47:55+0,2021-08-24 21:47:55+00:00,21,AVAX
2021-08-24 21:09:42+00:00,"↑ #LYD PRICE = 0,05997 Rank = #3585 #AVAX = 899,95 LYD ⏫ 24-hour: ⏬ Low: 0,03247/High: 0,0643 CHANGING = 7,45 ▁▃▅  ▲ ABOVE 30-day average ▲ ABOVE 7-day average ✍ FIBO DATA ✍ ︻ R2= 0,078182 ︻ R1= 0,0643 ︼ S1= 0,0517121 ︼ S2= 0,04183 ︼ S3= 0,034889",0,0,en,"['LYD', 'AVAX']",21:09:42+0,2021-08-24 21:09:42+00:00,21,AVAX
2021-08-31 20:41:22+00:00,"@MchaelScofield1 Ada, avax, xrp, ltc, sol, Neo, dot bide shib, pig, safemars, safemoon hepsini uzun vade tutuyorum hocam uzun vade ne ekleyebilirim veya bu sepet üzüm vade için uygunmudur? Teşekkür ederim",0,0,tr,,20:41:22+0,2021-08-31 20:41:22+00:00,20,AVAX
2021-08-31 19:59:32+00:00,"@HypeManAlex $AVAX &amp; $AIOZ.  $AIOZ, Utilizes blockchain to better content distribution through decentralization. Friendly application interface to consistently power the dApps.  They even partnered with @nvidia to optimize video encoding and streaming utilizing Nvidia's #GPU ! https://t.co/E2SX363C3N",0,0,en,['GPU'],19:59:32+0,2021-08-31 19:59:32+00:00,19,AVAX
2021-08-31 19:54:44+00:00,@illede_ben @calmanmuratali Kisa vadede avax 46 hedefli şuan alim icin uygun. Gece salla hedefi koy sabah cuzdaninda,0,1,tr,,19:54:44+0,2021-08-31 19:54:44+00:00,19,AVAX
2021-08-31 18:53:02+00:00,"Don't forget that #AVAX went from $9 to $59 in a matter of few days. We are gonna see giant leaps in the last quarter. Remember it is not even listed on #Coinbase! So, buckle up! 😎 https://t.co/swz9Jj0ejS",0,0,en,"['AVAX', 'Coinbase']",18:53:02+0,2021-08-31 18:53:02+00:00,18,AVAX
