date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-09-28 02:21:22+00:00,AvalancheHillsのホワイトペーパーがこちら。WenLambo(HarmonyVille)もほぼ同様。車のNFT買ってどうすんの？って思ってる人もいるだろうけど結構ガチめのプロジェクト(上手くいくかは知らん)  #MCVerse #AvalancheHills #WenLambo #Avalanche #Harmony  https://t.co/zjvosE6MWP,0,2,ja,"['MCVerse', 'AvalancheHills', 'WenLambo', 'Avalanche', 'Harmony']",02:21:22+0,2022-09-28 02:21:22+00:00,02,AVAX
2022-09-28 01:56:49+00:00,"#Btc #Ada #Xtz #Avax #Xrp #Dot #Solana  #Algorand #ALGO | #Algofam #DeFi #dApps -  MetaBoundless, Partners with the Algorand Foundation, Hosts First-ever Avatar Concert in the #Metaverse  https://t.co/N8cEc39GpI   @AlgoFoundation @MetaBoundless #NFTs https://t.co/s9scZv6k4E",1,3,en,"['Btc', 'Ada', 'Xtz', 'Avax', 'Xrp', 'Dot', 'Solana', 'Algorand', 'ALGO', 'Algofam', 'DeFi', 'dApps', 'Metaverse', 'NFTs']",01:56:49+0,2022-09-28 01:56:49+00:00,01,AVAX
2022-09-28 01:50:57+00:00,$AVAX is set and ready for a run up💰 https://t.co/FpD3KVkpSs,0,0,en,,01:50:57+0,2022-09-28 01:50:57+00:00,01,AVAX
2022-09-28 01:37:29+00:00,@Avalanche Revenge for the most useless trade in club history. Sturm wasn’t fit to warm the bench.,0,4,en,,01:37:29+0,2022-09-28 01:37:29+00:00,01,AVAX
2022-09-28 01:05:41+00:00,@Avalanche SAMMY G!! SAMMY G!!,0,1,in,,01:05:41+0,2022-09-28 01:05:41+00:00,01,AVAX
2022-09-27 23:27:33+00:00,Jan. 6 panel scrambles to crunch ‘avalanche’ of evidence - The Hill https://t.co/SugsLkgQD9,0,0,en,,23:27:33+0,2022-09-27 23:27:33+00:00,23,AVAX
2022-09-27 22:05:27+00:00,@leandroruschel Tá uma avalanche de podridão esquerdopata...pqp 🤮🤮🤮,0,0,pt,,22:05:27+0,2022-09-27 22:05:27+00:00,22,AVAX
2022-09-27 21:54:03+00:00,@ChipotleTweets @web3love We like Proof of Stake 😁🔺❤️ #avalanche,0,0,en,['avalanche'],21:54:03+0,2022-09-27 21:54:03+00:00,21,AVAX
2022-09-27 21:45:06+00:00,@defi_darling @HordeTweets @ipedros @gongas_avax @j0hnnybgoode,0,1,qam,,21:45:06+0,2022-09-27 21:45:06+00:00,21,AVAX
2022-09-27 19:06:58+00:00,"@Erick19311310 @MiddeljansDaan @stablekwon @TerraRebels Forget about him, look at other projects and their foundations. Which will be?  #Solana #ELROND #BNB #PolkaDot #Chainlink #VetChain #Avalanche  #Cardano  Diversification.  👆",0,2,en,"['Solana', 'ELROND', 'BNB', 'PolkaDot', 'Chainlink', 'VetChain', 'Avalanche', 'Cardano']",19:06:58+0,2022-09-27 19:06:58+00:00,19,AVAX
2022-09-27 19:05:53+00:00,@Ai0NE_NFT @ImAverageAndy @DominicCarb @TEENSONACID @Gengar_avax @JosiahSoren @ScribbleWarl0ck @JoshHughes___ @lilaempty @Mothafizzy @0x_minifridge @MtDoji @HarrowedWrath @voidvibrantnft @minerminer_ @CandiceJarrett @ArtBishhh @MrWonderland21 @Chiknwhalegod @BravoCosto @Scheikowski_ 🤗😇 https://t.co/293mMhq7Gd,0,2,und,,19:05:53+0,2022-09-27 19:05:53+00:00,19,AVAX
2022-09-27 18:29:31+00:00,@Thymeless_Trvl Naldo &amp; Hoops 👇🏽 $AVAX https://t.co/H8M9XtkHqf,0,0,en,,18:29:31+0,2022-09-27 18:29:31+00:00,18,AVAX
2022-09-27 17:24:56+00:00,Ethereum  Avax  yeşillik  Selamlar  #DenemeTrend NFT,0,0,tr,['DenemeTrend'],17:24:56+0,2022-09-27 17:24:56+00:00,17,AVAX
2022-09-27 16:22:44+00:00,wasnt quick enough to update twitter but send her to hell currently in eth and avax 💎🧠 #BTC  #ETH https://t.co/H3sRcMzRlq,0,1,en,"['BTC', 'ETH']",16:22:44+0,2022-09-27 16:22:44+00:00,16,AVAX
2022-09-27 16:03:31+00:00,"🖼#NFTs &amp; #HOOPs🏀  💯“What’s REALLY on your mind??”  🎙@necessarygrowth &amp; @hoopdreamsbball  🤷🏽‍♂️#Basketball, #NFT, #Music, #NFTCommunity, #Culture, #NBA, #WNBA, $AVAX, #Fashion, #SneakerHeads, #ETH, #Art, #SOL &amp; Much More…  ✅RT &amp; Slideeeeee 👇🏽👇🏽👇🏽 https://t.co/IyaHYRQj1Q",5,12,en,"['NFTs', 'HOOPs', 'Basketball', 'NFT', 'Music', 'NFTCommunity', 'Culture', 'NBA', 'WNBA', 'Fashion', 'SneakerHeads', 'ETH', 'Art', 'SOL']",16:03:31+0,2022-09-27 16:03:31+00:00,16,AVAX
2022-09-27 15:16:17+00:00,@TheKlenkster @Avalanche @StLouisBlues Not with Greiss in net if Binnington craps out again,0,1,en,,15:16:17+0,2022-09-27 15:16:17+00:00,15,AVAX
2022-09-27 15:08:02+00:00,"GM/GA/GN Microsoft, Avalanche, Polygon join $20M funding of Web3 automation startup https://t.co/ENtZUVxWbD",8,2,en,,15:08:02+0,2022-09-27 15:08:02+00:00,15,AVAX
2022-09-27 15:02:19+00:00,"Microsoft, Avalanche, Polygon join $20M funding of Web3 automation startup https://t.co/H17MWcbidO",0,0,en,,15:02:19+0,2022-09-27 15:02:19+00:00,15,AVAX
2022-09-27 14:09:17+00:00,"Noted U.S. Mountaineer Missing in Nepal, and Avalanche Wreaks Havoc https://t.co/GMCqAyRiJp",1,2,en,,14:09:17+0,2022-09-27 14:09:17+00:00,14,AVAX
