date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2021-05-22 21:25:28+00:00,"@Avalanche I see ya, Bo!",0,0,en,,21:25:28+0,2021-05-22 21:25:28+00:00,21,AVAX
2021-05-22 18:00:09+00:00,"@intocryptoverse Alright lemme summarize it. I had a good feeling with both $AVAX and $LINK, but Avalanche it's my favorite so far. I saw a lot of potential back then and bought SO cheap (like 3$). There's hope from AVAX users who see the potential as well. It will pump to the moon.",0,7,en,,18:00:09+0,2021-05-22 18:00:09+00:00,18,AVAX
2021-05-22 15:27:08+00:00,Madenciliğin neden olduğu yüksek elektrik tüketimi nedeniyle #BTC ve #ETH gibi P.O.W. bazlı coinlere mesafeli olduğumu daha önce belirtmiştim. Bu düşüşte uzun süredir takip ettiğim ve özelliklerini beğendiğim #AVAX'ı portföye ekledim.+,0,2,tr,"['BTC', 'ETH', 'AVAX']",15:27:08+0,2021-05-22 15:27:08+00:00,15,AVAX
2021-05-22 13:16:04+00:00,"Was great to be back!   Sadly, this was the high point of the game.  Blues are beat up &amp; injured, &amp; honestly the Avalanche are just better. Period. https://t.co/cOTwizhDfj",0,4,en,,13:16:04+0,2021-05-22 13:16:04+00:00,13,AVAX
2021-05-22 11:58:15+00:00,@DarraghMcKenna I unironically like the Avalanche,0,0,en,,11:58:15+0,2021-05-22 11:58:15+00:00,11,AVAX
2021-05-22 11:44:11+00:00,"📡 🤬 Signal for $AVAX/BUSD on #Binance Sell volume: +90.3K BUSD Price: -8.93% (20.47200000 BUSD) Last 1h: bought 149.7K BUSD, sold 147.8K BUSD Last 24h: bought 2.62M BUSD, sold 2.79M BUSD Last 7d: bought 36.09M BUSD, sold 39.90M BUSD https://t.co/mTnkHHlskL",0,0,en,['Binance'],11:44:11+0,2021-05-22 11:44:11+00:00,11,AVAX
2021-05-22 11:02:22+00:00,"Who will become the leader in NFT by the end of the year? Is Ethereum the same? WAX (no)? FLOW maybe or Binance? Or the dark horse Matic, Avalanche and others? Good question.",0,11,en,,11:02:22+0,2021-05-22 11:02:22+00:00,11,AVAX
2021-05-22 06:58:33+00:00,@BFMTV J'angoisse déjà devant l'avalanche de réformettes inutiles sinon électoralistes que le dernier génie du ruissellement va nous pondre pour acheter sa réélection...,3,10,fr,,06:58:33+0,2021-05-22 06:58:33+00:00,06,AVAX
2021-05-22 06:14:11+00:00,"@Avalanche And this is why Gravy went to get that puck, love it! Congrats Newhook",0,4,en,,06:14:11+0,2021-05-22 06:14:11+00:00,06,AVAX
2021-05-22 04:26:38+00:00,@NHL @Avalanche Doesn’t take much to beat us our offense has been abysmal this series.,0,1,en,,04:26:38+0,2021-05-22 04:26:38+00:00,04,AVAX
2021-05-22 04:17:58+00:00,@Avalanche Love to see it,0,0,en,,04:17:58+0,2021-05-22 04:17:58+00:00,04,AVAX
2021-05-22 04:15:12+00:00,That's a long distance call to 1-877-GOALSNOW!! @Avalanche @ConorMcGahey #GoAvsGo,2,37,en,['GoAvsGo'],04:15:12+0,2021-05-22 04:15:12+00:00,04,AVAX
2021-05-22 03:03:53+00:00,Great angle of Newhook’s First NHL Goal! It happened to give the #GoAvsGo a 2-0 lead in Game 3 of Round 1 #StanleyCup Playoffs   (🎥: @Avalanche)  https://t.co/m72KUTsfoV,7,22,en,"['GoAvsGo', 'StanleyCup']",03:03:53+0,2021-05-22 03:03:53+00:00,03,AVAX
2021-05-22 03:02:11+00:00,@Avalanche Karma for getting called for “roughing” by the shitty refs! #GoAvsGo,0,0,en,['GoAvsGo'],03:02:11+0,2021-05-22 03:02:11+00:00,03,AVAX
2021-05-22 02:58:15+00:00,NEWHOOK!!!! FIRST NHL GOAL!!! @Avalanche #GoAvsGo,1,22,en,['GoAvsGo'],02:58:15+0,2021-05-22 02:58:15+00:00,02,AVAX
2021-05-22 02:36:52+00:00,"@Sportsnet @Avalanche Never enough, but that's a good start",0,0,en,,02:36:52+0,2021-05-22 02:36:52+00:00,02,AVAX
2021-05-22 02:20:49+00:00,The Avalanche  Should Settle Down,0,0,en,,02:20:49+0,2021-05-22 02:20:49+00:00,02,AVAX
2021-05-22 01:58:57+00:00,@Avalanche BRU!!!!!!,0,0,und,,01:58:57+0,2021-05-22 01:58:57+00:00,01,AVAX
2021-05-22 01:43:19+00:00,"Ready for another night of @Avalanche hockey with the great @ConorMcGahey on @AltitudeSR here in East Petersburg, PA.  #GoAvsGo",0,1,en,['GoAvsGo'],01:43:19+0,2021-05-22 01:43:19+00:00,01,AVAX
2021-05-22 01:05:40+00:00,@swapfolio_app $AVAX #Avalanche https://t.co/9MMSHg26Of,0,1,qme,['Avalanche'],01:05:40+0,2021-05-22 01:05:40+00:00,01,AVAX
2021-05-21 22:35:33+00:00,Alright let's try this again. Alex Newhook scores the first good goal for the @Avalanche tonight! #AvsTwitterPsychic #GoAvsGo,1,2,en,"['AvsTwitterPsychic', 'GoAvsGo']",22:35:33+0,2021-05-21 22:35:33+00:00,22,AVAX
2021-05-21 19:54:42+00:00,"@intocryptoverse Solana and Avax, definitely.",0,0,en,,19:54:42+0,2021-05-21 19:54:42+00:00,19,AVAX
2021-05-21 18:31:24+00:00,@ashleypotts09 @Avalanche Me getting my nails done https://t.co/wbIFELGami,0,1,en,,18:31:24+0,2021-05-21 18:31:24+00:00,18,AVAX
2021-05-21 17:05:38+00:00,@Avalanche Good luck tonight let’s make it 3-0,0,0,en,,17:05:38+0,2021-05-21 17:05:38+00:00,17,AVAX
2021-05-21 16:21:56+00:00,@Avalanche I would like to see Jojo get some ice time. Would be a good idea to give him a try when leading the series 2-0 and see how he can play under pressure. Gruby would also get some rest,0,0,en,,16:21:56+0,2021-05-21 16:21:56+00:00,16,AVAX
2021-05-21 15:47:13+00:00,Good morning @Avalanche game day!!!! #GoAvsGo,0,0,en,['GoAvsGo'],15:47:13+0,2021-05-21 15:47:13+00:00,15,AVAX
2021-05-21 15:46:39+00:00,@ConorMcGahey @Avalanche @AltitudeSR @AltitudeTV @RycroftMark @bmcnich @kylekeefetv @RadioMoser Yeah no big deal just the great and super Mario ahead of Mack!,0,1,en,,15:46:39+0,2021-05-21 15:46:39+00:00,15,AVAX
2021-05-21 15:12:41+00:00,@Avalanche Happy Birthday Gravy!! #GoAvsGo,0,0,en,['GoAvsGo'],15:12:41+0,2021-05-21 15:12:41+00:00,15,AVAX
