date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-06-30 07:47:35+00:00,$MBOX Earnings reports today before the markets open....... https://t.co/A60DtLh5Bs,0,0,en,,07:47:35+0,2022-06-30 07:47:35+00:00,07,MBOX
2022-06-25 16:24:34+00:00,Top Play To Earn Projects by Trading Volume Last 7D $GMT @Stepnofficial $SAND @TheSandboxGame $AXS @AxieInfinity $MANA @decentraland $GALA @GoGalaGames $IMX @Immutable $SLP @AxieInfinity $YGG @YieldGuild $RACA @RadioCacaNFT  $MBOX @MOBOX_Official #PlayToEarn #NFT https://t.co/T4Gi8YF18O,0,1,en,"['PlayToEarn', 'NFT']",16:24:34+0,2022-06-25 16:24:34+00:00,16,MBOX
2022-06-23 08:04:06+00:00,#1hCandlesTA4Crypto | 🚨 📈 Highest 6 periods #RSI now:  $ATA ➡️ 89.142 $RUNE ➡️ 86.226 $MBOX ➡️ 86.002 $TKO ➡️ 85.879 $MATIC ➡️ 85.115  23/06/2022 @ 8:04am UTC Follow for regular updates #cryptocurrencies #trading #cryptotrading #tradingtips,0,0,en,"['1hCandlesTA4Crypto', 'RSI', 'cryptocurrencies', 'trading', 'cryptotrading', 'tradingtips']",08:04:06+0,2022-06-23 08:04:06+00:00,08,MBOX
2022-06-25 09:16:26+00:00,@cz_binance Scammer what happened to #mbox nfts?  Is @Cristiano aware of your rug?,0,0,en,['mbox'],09:16:26+0,2022-06-25 09:16:26+00:00,09,MBOX
2022-06-24 21:54:19+00:00,#mbox #BTC $MBOX buy https://t.co/6LY2jWLVXr,0,0,und,"['mbox', 'BTC']",21:54:19+0,2022-06-24 21:54:19+00:00,21,MBOX
2022-06-23 22:41:00+00:00,TOP 10 CRYPTO ECOSYSTEM https://t.co/SFtLwZa7FD  PROJECTS  BY SOCIAL ACTIVITY.. $CAKE $NFTBS $NFTB $HAM $FEG $MBOX $LEOS $BNB $CATE $ape https://t.co/xeguoBS8Uy,0,0,en,,22:41:00+0,2022-06-23 22:41:00+00:00,22,MBOX
2022-06-23 14:59:57+00:00,$mbox Don't miss the next move in a few hours.https://t.co/R8x6hSb7RO,0,0,en,,14:59:57+0,2022-06-23 14:59:57+00:00,14,MBOX
2022-06-22 14:11:02+00:00,$MBOX ✅  Increased 3.62% in 1.4 hour(s) 💵 Price - 0.56700000 USDT ⏱️ [22 Jun] - 14:11:02 UTC #MBOX #MBOXUSDT #CryptoBOT,0,0,en,"['MBOX', 'MBOXUSDT', 'CryptoBOT']",14:11:02+0,2022-06-22 14:11:02+00:00,14,MBOX
2022-06-24 04:56:05+00:00,Let’s have a look at some hottest events during last week.  https://t.co/wCQZIQohGS Which one is your favorite?   $OLO $BNB $NEAR $PSP $HOO $ALPHA $QI $CQT $LCX $TRIBE $MBOX https://t.co/eqgPcBJlVv,0,2,en,,04:56:05+0,2022-06-24 04:56:05+00:00,04,MBOX
2022-06-21 03:39:59+00:00,🏆MOBOXers  MOMO BLOCK BRAWLER is finishing in less than 1 hour ⏰ !  🏆Who will reign supreme this Season?  Loads of #MBOX &amp; #MEC 💎 up for grabs !   Show us your Rankings !!!   #MOMO #MOMOBLOCKBRAWLER #NFTCommunity #NFTGaming #NFTGame https://t.co/3SfIimzFus,0,2,en,"['MBOX', 'MEC', 'MOMO', 'MOMOBLOCKBRAWLER', 'NFTCommunity', 'NFTGaming', 'NFTGame']",03:39:59+0,2022-06-21 03:39:59+00:00,03,MBOX
