date,content,retweetCount,likeCount,lang,hashtags,time,datetime,hour,coin
2022-06-02 23:10:20+00:00,@ConorMcGahey @Avalanche @BallArenaDenver @ConorMcGahey - please tell me it’s YOUR call of the game they’ll air at the arena???  I don’t wanna listen to the TNT fellas; I wanna listen to YOU!!,0,1,en,,23:10:20+0,2022-06-02 23:10:20+00:00,23,AVAX
2022-06-02 23:02:20+00:00,@j0eferrara Now game studios like @DigardOnline are developing AAA games on Avalanche subnets. Just check out @PlayEldarune ... It has already began. Finally people will have real gaming taste powered by crypto and NFT infrastructure.,1,5,en,,23:02:20+0,2022-06-02 23:02:20+00:00,23,AVAX
2022-06-02 23:01:53+00:00,@michaelschayer 1) Oiler 3 Avalanche 2 Smith 2) Markar 3) Kane TB) 10,0,0,in,,23:01:53+0,2022-06-02 23:01:53+00:00,23,AVAX
2022-06-02 22:58:04+00:00,"@jmtaylor169 @Avalanche @AvsBernie @titosnhockey @guffychan @kylekeefetv @ConorMcGahey @RycroftMark As a Finn, love seeing this!",0,4,en,,22:58:04+0,2022-06-02 22:58:04+00:00,22,AVAX
2022-06-02 22:14:55+00:00,"Ivana remind everyone that @SarahCrosbie is closer to #YEG Thus, the enemy.   #GoAvsGo   Southern Avberta is behind you @Avalanche",0,6,en,"['YEG', 'GoAvsGo']",22:14:55+0,2022-06-02 22:14:55+00:00,22,AVAX
2022-06-02 21:52:17+00:00,"Managed to secured my Pass for Polucklabs mint on Avax but to a sour price. Please be kinder to your fans, next time. https://t.co/l56kYWcwAr",0,1,en,,21:52:17+0,2022-06-02 21:52:17+00:00,21,AVAX
2022-06-02 21:07:11+00:00,"Oilers vs. Avalanche Game 2: Odds, pick: Avs goaltending a major concern https://t.co/DnNnF8pXvm",0,0,en,,21:07:11+0,2022-06-02 21:07:11+00:00,21,AVAX
2022-06-02 20:42:16+00:00,"CAICsmountains LOW(1of5) If you can find snow on steep slopes, you can start a wet avalanche that runs on the old dusty crust. triggering an avalanche is possible once you can sink into wet snow past your ankles, then, it's time to quit for the day. https://t.co/2txd9rfuV7 https://t.co/ZNHebuQpd3",0,1,en,,20:42:16+0,2022-06-02 20:42:16+00:00,20,AVAX
2022-06-02 19:44:19+00:00,@bitfinex #avax #Savax #Wavax,0,0,qme,"['avax', 'Savax', 'Wavax']",19:44:19+0,2022-06-02 19:44:19+00:00,19,AVAX
2022-06-02 19:31:45+00:00,@E4Echelon @52Bosa @TheEgoVerse Victims of AVAX rugs you say...,0,9,en,,19:31:45+0,2022-06-02 19:31:45+00:00,19,AVAX
2022-06-02 19:16:34+00:00,"THE KEY TO SUCESS IS HODLER SUPPORTING HODLER. TheCryptoDog ,, don't you think? https://t.co/SLcjU3NMkP $ETH $DOT $XRP $LUNA $SNX $MIR $SOL $EGLD $AVAX $KSM $RUNE https://t.co/MR6AccxnPh",0,1,en,,19:16:34+0,2022-06-02 19:16:34+00:00,19,AVAX
2022-06-02 18:53:16+00:00,Only a few years ago before his recent injury issues Francouz was a legitimate starter @NHL @Avalanche @EdmontonOilers #AVS #NHL @NHL_On_TNT @AltitudeSR @1043TheFan,0,1,en,"['AVS', 'NHL']",18:53:16+0,2022-06-02 18:53:16+00:00,18,AVAX
2022-06-02 17:56:52+00:00,@Avalanche @DriveToyota #GoAvsGo 🥰🥰,0,7,und,['GoAvsGo'],17:56:52+0,2022-06-02 17:56:52+00:00,17,AVAX
2022-06-02 17:36:50+00:00,"🚨🚨 83,664 #AVAX ($2,031,157 USD) transferred from unknown wallet to unknown wallet on X-Chain  Avascan https://t.co/AJKs0bGeCq https://t.co/RCjLxDbEaQ",0,5,en,['AVAX'],17:36:50+0,2022-06-02 17:36:50+00:00,17,AVAX
2022-06-02 17:11:34+00:00,SELL [ Position Closed 0.34 % ] 30.5 of 30.5 USD [FUT] #avaxusdt #AVAX $AVAX #Avalanche #cryptotrading #megabot https://t.co/06empsolPY,0,0,en,"['avaxusdt', 'AVAX', 'Avalanche', 'cryptotrading', 'megabot']",17:11:34+0,2022-06-02 17:11:34+00:00,17,AVAX
2022-06-02 16:47:52+00:00,🚨POTD🚨  Avalanche/Oilers u1.5  (+100),0,1,en,,16:47:52+0,2022-06-02 16:47:52+00:00,16,AVAX
2022-06-02 16:40:27+00:00,@NHLNetwork @MikeKellyNHL @Avalanche Mikk❤️!!,0,0,et,,16:40:27+0,2022-06-02 16:40:27+00:00,16,AVAX
2022-06-02 16:30:03+00:00,#EverRise $RISE #LetUsIn #EverRiseV3 #EverRiseEDU #DeFi #Crypto #Cryptocurrency #Ethereum #1000xgem #EverRiseNFT #AVAX #EverRiseNFTStakingLab #BinanceSmartChain #1000xgem https://t.co/ylpzpWU3HF,3,7,qme,"['EverRise', 'LetUsIn', 'EverRiseV3', 'EverRiseEDU', 'DeFi', 'Crypto', 'Cryptocurrency', 'Ethereum', '1000xgem', 'EverRiseNFT', 'AVAX', 'EverRiseNFTStakingLab', 'BinanceSmartChain', '1000xgem']",16:30:03+0,2022-06-02 16:30:03+00:00,16,AVAX
2022-06-02 16:05:00+00:00,#ICYMI: On Episode 12 of @gameonetb with @MontalbanoNY &amp; @rangerhanky96 presented by @KnackBags   - @NYRangers won Game 7 against @Canes  - @EdmontonOilers/@Avalanche are in WCF - @NBA Finals Preview - @MLB checkpoint   Full EP: https://t.co/lEL4Ptd9U3  #NHL #NBA #MLB,0,2,en,"['ICYMI', 'NHL', 'NBA', 'MLB']",16:05:00+0,2022-06-02 16:05:00+00:00,16,AVAX
2022-06-02 15:34:00+00:00,@DNVR_Avalanche Franky says 'relax',0,3,en,,15:34:00+0,2022-06-02 15:34:00+00:00,15,AVAX
2022-06-02 14:33:28+00:00,@TDChannel1 @rangers beat up on the @TBLightning 6-2 in game one of the Eastern Conference final. @EdmontonOilers visit @Avalanche for game 2 of the Western Conference final tonight. Puck drop 8PM. @BlueJays wrap up series vs @whitesox - first pitch 3:07PM #TDCPressBox https://t.co/s9Enp9mzEP,0,0,en,['TDCPressBox'],14:33:28+0,2022-06-02 14:33:28+00:00,14,AVAX
